# distance_A^-1 band_1_absolute_eV band_2_absolute_eV band_3_absolute_eV band_4_absolute_eV band_5_absolute_eV band_6_absolute_eV band_7_absolute_eV band_8_absolute_eV band_9_absolute_eV band_10_absolute_eV band_11_absolute_eV band_12_absolute_eV band_13_absolute_eV band_14_absolute_eV band_15_absolute_eV band_16_absolute_eV band_17_absolute_eV band_18_absolute_eV band_19_absolute_eV band_20_absolute_eV band_21_absolute_eV band_22_absolute_eV band_23_absolute_eV band_24_absolute_eV band_25_absolute_eV band_26_absolute_eV band_27_absolute_eV band_28_absolute_eV band_29_absolute_eV band_30_absolute_eV band_31_absolute_eV band_32_absolute_eV band_33_absolute_eV band_34_absolute_eV band_35_absolute_eV band_36_absolute_eV band_37_absolute_eV band_38_absolute_eV band_39_absolute_eV band_40_absolute_eV band_41_absolute_eV band_42_absolute_eV band_43_absolute_eV band_44_absolute_eV band_45_absolute_eV band_46_absolute_eV band_47_absolute_eV band_48_absolute_eV band_49_absolute_eV band_50_absolute_eV band_51_absolute_eV band_52_absolute_eV band_53_absolute_eV band_54_absolute_eV band_55_absolute_eV band_56_absolute_eV band_57_absolute_eV band_58_absolute_eV band_59_absolute_eV band_60_absolute_eV band_61_absolute_eV band_62_absolute_eV band_63_absolute_eV band_64_absolute_eV
2.57738663824102e+00 1.18280600000000e+00 1.19784300000000e+00 2.96386700000000e+00 2.97452500000000e+00 5.10269000000000e+00 5.53805500000000e+00 5.79621100000000e+00 7.10204000000000e+00 7.63701300000000e+00 7.96714500000000e+00 1.42076750000000e+01 1.47475620000000e+01 1.48889700000000e+01 1.53934180000000e+01 1.60683980000000e+01 1.64970830000000e+01 2.24188580000000e+01 2.31859480000000e+01 2.33309450000000e+01 2.39917800000000e+01 2.80059480000000e+01 2.90200610000000e+01 4.28801810000000e+01 4.31914620000000e+01 4.82621590000000e+01 4.87865210000000e+01 5.02152900000000e+01 5.08402430000000e+01 5.20615790000000e+01 5.28157700000000e+01 5.55958830000000e+01 5.63198510000000e+01 5.73037760000000e+01 5.80677500000000e+01 5.93959710000000e+01 6.01269810000000e+01 6.12648740000000e+01 6.32707480000000e+01 6.49284200000000e+01 6.52801710000000e+01 6.72204500000000e+01 6.74394560000000e+01 6.89203850000000e+01 7.06155120000000e+01 7.35927000000000e+01 7.37744040000000e+01 7.46132030000000e+01 7.51150650000000e+01 7.53864890000000e+01 7.59552020000000e+01 7.61899880000000e+01 7.62121340000000e+01 7.66981340000000e+01 7.69833350000000e+01 7.90647870000000e+01 8.02938450000000e+01 8.03174220000000e+01 8.16107220000000e+01 8.18985490000000e+01 8.26551580000000e+01 8.33415090000000e+01 8.34299790000000e+01 8.46458540000000e+01 8.46966020000000e+01
2.59397925608378e+00 1.20248700000000e+00 1.22014900000000e+00 2.98451800000000e+00 2.99448300000000e+00 5.04413700000000e+00 5.51416800000000e+00 5.79390100000000e+00 7.03058400000000e+00 7.60732100000000e+00 7.96396800000000e+00 1.41083000000000e+01 1.46769160000000e+01 1.48259510000000e+01 1.53608690000000e+01 1.61012730000000e+01 1.65433500000000e+01 2.25056900000000e+01 2.32601740000000e+01 2.34873090000000e+01 2.41312120000000e+01 2.81533000000000e+01 2.91622050000000e+01 4.26637160000000e+01 4.29845660000000e+01 4.80772650000000e+01 4.85921000000000e+01 5.01454430000000e+01 5.07609440000000e+01 5.20308010000000e+01 5.27759460000000e+01 5.56805410000000e+01 5.64194330000000e+01 5.74311620000000e+01 5.81952480000000e+01 5.96169600000000e+01 6.03581490000000e+01 6.12293270000000e+01 6.32927400000000e+01 6.49178090000000e+01 6.53138870000000e+01 6.72016130000000e+01 6.74486740000000e+01 6.91721440000000e+01 7.08719450000000e+01 7.31685020000000e+01 7.33345440000000e+01 7.42971080000000e+01 7.47704550000000e+01 7.51450270000000e+01 7.56818540000000e+01 7.59517280000000e+01 7.60310170000000e+01 7.64737210000000e+01 7.68084620000000e+01 7.91205050000000e+01 8.00915820000000e+01 8.01301590000000e+01 8.15960790000000e+01 8.18758140000000e+01 8.26807460000000e+01 8.32759540000000e+01 8.33806560000000e+01 8.46641330000000e+01 8.47232120000000e+01
2.61057187392653e+00 1.22274700000000e+00 1.24337700000000e+00 3.00600300000000e+00 3.01492200000000e+00 4.98420000000000e+00 5.48961200000000e+00 5.79149500000000e+00 6.95773300000000e+00 7.57702300000000e+00 7.96069700000000e+00 1.40078830000000e+01 1.46029140000000e+01 1.47651120000000e+01 1.53283370000000e+01 1.61348300000000e+01 1.65902340000000e+01 2.25948000000000e+01 2.33365430000000e+01 2.36473440000000e+01 2.42744730000000e+01 2.83054730000000e+01 2.93091080000000e+01 4.24393490000000e+01 4.27694560000000e+01 4.78949050000000e+01 4.84010680000000e+01 5.00830430000000e+01 5.06893260000000e+01 5.20008340000000e+01 5.27372810000000e+01 5.57664310000000e+01 5.65202350000000e+01 5.75543650000000e+01 5.83177730000000e+01 5.98257020000000e+01 6.05827210000000e+01 6.12060690000000e+01 6.33217530000000e+01 6.49061210000000e+01 6.53510950000000e+01 6.71808350000000e+01 6.74592320000000e+01 6.94243090000000e+01 7.11334150000000e+01 7.27427210000000e+01 7.28952300000000e+01 7.39767250000000e+01 7.44250400000000e+01 7.48974120000000e+01 7.54041300000000e+01 7.57185470000000e+01 7.58524770000000e+01 7.62517850000000e+01 7.66347130000000e+01 7.91803920000000e+01 7.98949170000000e+01 7.99482650000000e+01 8.15814410000000e+01 8.18523600000000e+01 8.27008080000000e+01 8.32115010000000e+01 8.33323680000000e+01 8.46791480000000e+01 8.47418090000000e+01
2.62716449176928e+00 1.24354400000000e+00 1.26751800000000e+00 3.02831200000000e+00 3.03578200000000e+00 4.92300600000000e+00 5.46443300000000e+00 5.78898700000000e+00 6.88365900000000e+00 7.54620200000000e+00 7.95733000000000e+00 1.39066000000000e+01 1.45260200000000e+01 1.47062820000000e+01 1.52959200000000e+01 1.61689620000000e+01 1.66375990000000e+01 2.26861440000000e+01 2.34150850000000e+01 2.38108460000000e+01 2.44214310000000e+01 2.84622250000000e+01 2.94605340000000e+01 4.22078140000000e+01 4.25468240000000e+01 4.77148200000000e+01 4.82131320000000e+01 5.00279190000000e+01 5.06252560000000e+01 5.19717370000000e+01 5.26998070000000e+01 5.58534390000000e+01 5.66221800000000e+01 5.76731660000000e+01 5.84352960000000e+01 6.00170520000000e+01 6.07995040000000e+01 6.11999180000000e+01 6.33587390000000e+01 6.48931950000000e+01 6.53921280000000e+01 6.71578250000000e+01 6.74713570000000e+01 6.96761880000000e+01 7.13992850000000e+01 7.23163470000000e+01 7.24572440000000e+01 7.36536230000000e+01 7.40799460000000e+01 7.46443500000000e+01 7.51227840000000e+01 7.54897540000000e+01 7.56760690000000e+01 7.60320800000000e+01 7.64620360000000e+01 7.92446580000000e+01 7.97036870000000e+01 7.97713600000000e+01 8.15676110000000e+01 8.18284960000000e+01 8.27229210000000e+01 8.31481520000000e+01 8.32902560000000e+01 8.46982960000000e+01 8.47712940000000e+01
2.64375710961204e+00 1.26483400000000e+00 1.29256100000000e+00 3.05143300000000e+00 3.05700200000000e+00 4.86068400000000e+00 5.43868600000000e+00 5.78637000000000e+00 6.80852700000000e+00 7.51494600000000e+00 7.95387100000000e+00 1.38046100000000e+01 1.44467580000000e+01 1.46492030000000e+01 1.52637040000000e+01 1.62035780000000e+01 1.66853230000000e+01 2.27796870000000e+01 2.34957960000000e+01 2.39776640000000e+01 2.45719640000000e+01 2.86233000000000e+01 2.96162290000000e+01 4.19698630000000e+01 4.23173970000000e+01 4.75367850000000e+01 4.80280210000000e+01 4.99798410000000e+01 5.05685420000000e+01 5.19435650000000e+01 5.26635520000000e+01 5.59414510000000e+01 5.67251960000000e+01 5.77873500000000e+01 5.85478170000000e+01 6.01836770000000e+01 6.10070960000000e+01 6.12178640000000e+01 6.34047540000000e+01 6.48788440000000e+01 6.54373280000000e+01 6.71321370000000e+01 6.74852020000000e+01 6.99270350000000e+01 7.16687120000000e+01 7.18902250000000e+01 7.20213250000000e+01 7.33291140000000e+01 7.37360860000000e+01 7.43865240000000e+01 7.48385030000000e+01 7.52648040000000e+01 7.55015070000000e+01 7.58144960000000e+01 7.62904370000000e+01 7.93134260000000e+01 7.95176640000000e+01 7.95991260000000e+01 8.15544790000000e+01 8.18039360000000e+01 8.27428100000000e+01 8.30859080000000e+01 8.32524030000000e+01 8.47227360000000e+01 8.48015010000000e+01
2.66034972745479e+00 1.28657100000000e+00 1.31849600000000e+00 3.07534400000000e+00 3.07852100000000e+00 4.79736400000000e+00 5.41242200000000e+00 5.78363600000000e+00 6.73250400000000e+00 7.48334400000000e+00 7.95031900000000e+00 1.37020510000000e+01 1.43656030000000e+01 1.45936290000000e+01 1.52317590000000e+01 1.62385910000000e+01 1.67332880000000e+01 2.28753990000000e+01 2.35786690000000e+01 2.41476720000000e+01 2.47259600000000e+01 2.87884270000000e+01 2.97759240000000e+01 4.17262490000000e+01 4.20819240000000e+01 4.73606070000000e+01 4.78454880000000e+01 4.99385340000000e+01 5.05189440000000e+01 5.19163610000000e+01 5.26285370000000e+01 5.60303550000000e+01 5.68292060000000e+01 5.78966960000000e+01 5.86553600000000e+01 6.03170850000000e+01 6.12036910000000e+01 6.12682200000000e+01 6.34608960000000e+01 6.48627930000000e+01 6.54870120000000e+01 6.71031930000000e+01 6.75009670000000e+01 7.01760360000000e+01 7.14649260000000e+01 7.15883100000000e+01 7.19408350000000e+01 7.30044310000000e+01 7.33945880000000e+01 7.41245830000000e+01 7.45519050000000e+01 7.50433020000000e+01 7.53286050000000e+01 7.55990200000000e+01 7.61199480000000e+01 7.93366060000000e+01 7.93867000000000e+01 7.94313210000000e+01 8.15421770000000e+01 8.17786150000000e+01 8.27587200000000e+01 8.30246040000000e+01 8.32232760000000e+01 8.47517010000000e+01 8.48369730000000e+01
2.67694234529754e+00 1.30870600000000e+00 1.34531500000000e+00 3.09985500000000e+00 3.10045000000000e+00 4.73316800000000e+00 5.38569900000000e+00 5.78077800000000e+00 6.65575200000000e+00 7.45148800000000e+00 7.94667500000000e+00 1.35990640000000e+01 1.42829680000000e+01 1.45393870000000e+01 1.52001580000000e+01 1.62739250000000e+01 1.67813850000000e+01 2.29732610000000e+01 2.36636990000000e+01 2.43207560000000e+01 2.48833160000000e+01 2.89573190000000e+01 2.99393250000000e+01 4.14777330000000e+01 4.18411770000000e+01 4.71861340000000e+01 4.76653180000000e+01 4.99036900000000e+01 5.04761860000000e+01 5.18901710000000e+01 5.25947850000000e+01 5.61200410000000e+01 5.69341370000000e+01 5.80009950000000e+01 5.87579780000000e+01 6.04118190000000e+01 6.13535790000000e+01 6.13900910000000e+01 6.35283130000000e+01 6.48447650000000e+01 6.55415170000000e+01 6.70702290000000e+01 6.75188760000000e+01 7.04223460000000e+01 7.10414280000000e+01 7.11592160000000e+01 7.22132020000000e+01 7.26807820000000e+01 7.30576860000000e+01 7.38591330000000e+01 7.42635550000000e+01 7.48249780000000e+01 7.51572500000000e+01 7.53857110000000e+01 7.59506290000000e+01 7.91603400000000e+01 7.92674320000000e+01 7.94647000000000e+01 8.15309400000000e+01 8.17523680000000e+01 8.27698110000000e+01 8.29643360000000e+01 8.32053110000000e+01 8.47861750000000e+01 8.48746910000000e+01
2.69353496314030e+00 1.33118600000000e+00 1.37300500000000e+00 3.12207200000000e+00 3.12559300000000e+00 4.66822000000000e+00 5.35857200000000e+00 5.77778500000000e+00 6.57842900000000e+00 7.41947100000000e+00 7.94294000000000e+00 1.34957750000000e+01 1.41991810000000e+01 1.44863600000000e+01 1.51689630000000e+01 1.63095090000000e+01 1.68295120000000e+01 2.30732510000000e+01 2.37508810000000e+01 2.44968140000000e+01 2.50439360000000e+01 2.91296710000000e+01 3.01061180000000e+01 4.12250720000000e+01 4.15959380000000e+01 4.70132500000000e+01 4.74873350000000e+01 4.98749810000000e+01 5.04399620000000e+01 5.18650330000000e+01 5.25623130000000e+01 5.62104020000000e+01 5.70399160000000e+01 5.81000280000000e+01 5.88557390000000e+01 6.04702010000000e+01 6.14754870000000e+01 6.15603340000000e+01 6.36079720000000e+01 6.48243470000000e+01 6.56011310000000e+01 6.70321820000000e+01 6.75391300000000e+01 7.06202800000000e+01 7.06647650000000e+01 7.07353960000000e+01 7.23593590000000e+01 7.24696690000000e+01 7.27416000000000e+01 7.35907430000000e+01 7.39739630000000e+01 7.46096800000000e+01 7.49873760000000e+01 7.51746910000000e+01 7.57825480000000e+01 7.89885900000000e+01 7.91074700000000e+01 7.95469870000000e+01 8.15209960000000e+01 8.17250870000000e+01 8.27668470000000e+01 8.29047210000000e+01 8.32003440000000e+01 8.48194690000000e+01 8.49154450000000e+01
2.71012758098305e+00 1.35395700000000e+00 1.40155600000000e+00 3.14402400000000e+00 3.15182600000000e+00 4.60264500000000e+00 5.33110100000000e+00 5.77464700000000e+00 6.50069600000000e+00 7.38738900000000e+00 7.93911600000000e+00 1.33922980000000e+01 1.41145010000000e+01 1.44344750000000e+01 1.51382280000000e+01 1.63452770000000e+01 1.68775760000000e+01 2.31753540000000e+01 2.38402110000000e+01 2.46757570000000e+01 2.52077330000000e+01 2.93051520000000e+01 3.02759590000000e+01 4.09690100000000e+01 4.13469910000000e+01 4.68418650000000e+01 4.73113870000000e+01 4.98520650000000e+01 5.04099450000000e+01 5.18409810000000e+01 5.25311350000000e+01 5.63013250000000e+01 5.71464650000000e+01 5.81935850000000e+01 5.89487320000000e+01 6.05010570000000e+01 6.16216620000000e+01 6.17159520000000e+01 6.37004860000000e+01 6.48010340000000e+01 6.56660750000000e+01 6.69875170000000e+01 6.75619270000000e+01 7.02024220000000e+01 7.03180950000000e+01 7.09018390000000e+01 7.20424000000000e+01 7.23599030000000e+01 7.27964000000000e+01 7.33199370000000e+01 7.36835970000000e+01 7.43973410000000e+01 7.48189530000000e+01 7.49661260000000e+01 7.56157770000000e+01 7.88211100000000e+01 7.89510800000000e+01 7.96334530000000e+01 8.15129020000000e+01 8.16967180000000e+01 8.27551060000000e+01 8.28462550000000e+01 8.32114350000000e+01 8.48582640000000e+01 8.49595940000000e+01
2.72672019882580e+00 1.37696300000000e+00 1.43095400000000e+00 3.16595000000000e+00 3.17881500000000e+00 4.53656400000000e+00 5.30334200000000e+00 5.77135100000000e+00 6.42271200000000e+00 7.35533500000000e+00 7.93520300000000e+00 1.32887380000000e+01 1.40291420000000e+01 1.43836940000000e+01 1.51079990000000e+01 1.63811740000000e+01 1.69254900000000e+01 2.32795560000000e+01 2.39316870000000e+01 2.48575030000000e+01 2.53746250000000e+01 2.94834090000000e+01 3.04484720000000e+01 4.07102930000000e+01 4.10951310000000e+01 4.66719160000000e+01 4.71373570000000e+01 4.98346030000000e+01 5.03858050000000e+01 5.18180450000000e+01 5.25012640000000e+01 5.63926980000000e+01 5.72537020000000e+01 5.82814680000000e+01 5.90370640000000e+01 6.05141200000000e+01 6.17822180000000e+01 6.18556030000000e+01 6.38059260000000e+01 6.47741690000000e+01 6.57364670000000e+01 6.69340820000000e+01 6.75873990000000e+01 6.97886300000000e+01 6.99100640000000e+01 7.11278520000000e+01 7.17352660000000e+01 7.20407610000000e+01 7.30468870000000e+01 7.30656740000000e+01 7.33929050000000e+01 7.41879840000000e+01 7.46519730000000e+01 7.47602480000000e+01 7.54503960000000e+01 7.86577260000000e+01 7.87980910000000e+01 7.97235190000000e+01 8.15072830000000e+01 8.16671080000000e+01 8.27328330000000e+01 8.27889610000000e+01 8.32376770000000e+01 8.49000720000000e+01 8.50070370000000e+01
2.74331281666856e+00 1.40014200000000e+00 1.46118800000000e+00 3.18776700000000e+00 3.20653500000000e+00 4.47009900000000e+00 5.27535800000000e+00 5.76787800000000e+00 6.34464000000000e+00 7.32340800000000e+00 7.93120300000000e+00 1.31851940000000e+01 1.39432770000000e+01 1.43340000000000e+01 1.50783170000000e+01 1.64171460000000e+01 1.69731750000000e+01 2.33858400000000e+01 2.40253040000000e+01 2.50419770000000e+01 2.55445390000000e+01 2.96640510000000e+01 3.06232410000000e+01 4.04496610000000e+01 4.08411590000000e+01 4.65033640000000e+01 4.69651500000000e+01 4.98222550000000e+01 5.03672030000000e+01 5.17962520000000e+01 5.24727090000000e+01 5.64844050000000e+01 5.73615440000000e+01 5.83634980000000e+01 5.91208540000000e+01 6.05167210000000e+01 6.19488990000000e+01 6.19793050000000e+01 6.39236670000000e+01 6.47428930000000e+01 6.58122670000000e+01 6.68687260000000e+01 6.76156280000000e+01 6.93800090000000e+01 6.95143660000000e+01 7.12800640000000e+01 7.15011930000000e+01 7.17193770000000e+01 7.27729560000000e+01 7.31021130000000e+01 7.33415040000000e+01 7.39817010000000e+01 7.44864310000000e+01 7.45573740000000e+01 7.52864860000000e+01 7.84982120000000e+01 7.86483250000000e+01 7.98163290000000e+01 8.15050080000000e+01 8.16362330000000e+01 8.27020580000000e+01 8.27330590000000e+01 8.32776740000000e+01 8.49450660000000e+01 8.50560720000000e+01
2.75990543451131e+00 1.42343400000000e+00 1.49225000000000e+00 3.20938700000000e+00 3.23497400000000e+00 4.40337200000000e+00 5.24720900000000e+00 5.76420200000000e+00 6.26664500000000e+00 7.29170500000000e+00 7.92711600000000e+00 1.30817560000000e+01 1.38570540000000e+01 1.42853900000000e+01 1.50492150000000e+01 1.64531500000000e+01 1.70205600000000e+01 2.34941890000000e+01 2.41210570000000e+01 2.52291050000000e+01 2.57173990000000e+01 2.98466440000000e+01 3.07997930000000e+01 4.01878630000000e+01 4.05858970000000e+01 4.63361900000000e+01 4.67946990000000e+01 4.98146920000000e+01 5.03538060000000e+01 5.17756230000000e+01 5.24454760000000e+01 5.65763250000000e+01 5.74698980000000e+01 5.84395250000000e+01 5.92002330000000e+01 6.05135340000000e+01 6.20846870000000e+01 6.21190790000000e+01 6.40523200000000e+01 6.47060690000000e+01 6.58931870000000e+01 6.67868720000000e+01 6.76465130000000e+01 6.89778750000000e+01 6.91356450000000e+01 7.10725450000000e+01 7.14029770000000e+01 7.16265520000000e+01 7.24976790000000e+01 7.28119030000000e+01 7.36171950000000e+01 7.37786770000000e+01 7.43222740000000e+01 7.43581230000000e+01 7.51241270000000e+01 7.83424010000000e+01 7.85016160000000e+01 7.99106120000000e+01 8.15072280000000e+01 8.16040040000000e+01 8.26650440000000e+01 8.26790260000000e+01 8.33295500000000e+01 8.49927080000000e+01 8.51084400000000e+01
2.77649805235406e+00 1.44677100000000e+00 1.52412400000000e+00 3.23070900000000e+00 3.26411200000000e+00 4.33650400000000e+00 5.21896000000000e+00 5.76028900000000e+00 6.18890600000000e+00 7.26032700000000e+00 7.92294600000000e+00 1.29785120000000e+01 1.37706020000000e+01 1.42378700000000e+01 1.50207230000000e+01 1.64891490000000e+01 1.70675870000000e+01 2.36045910000000e+01 2.42189420000000e+01 2.54188330000000e+01 2.58931470000000e+01 3.00307150000000e+01 3.09776080000000e+01 3.99256650000000e+01 4.03301920000000e+01 4.61703870000000e+01 4.66259560000000e+01 4.98115970000000e+01 5.03452870000000e+01 5.17561810000000e+01 5.24195720000000e+01 5.66683360000000e+01 5.75786720000000e+01 5.85094360000000e+01 5.92753450000000e+01 6.05073800000000e+01 6.21770340000000e+01 6.22849130000000e+01 6.41898720000000e+01 6.46621970000000e+01 6.59786020000000e+01 6.66820920000000e+01 6.76796870000000e+01 6.85839000000000e+01 6.87803850000000e+01 7.07838380000000e+01 7.10939190000000e+01 7.18334080000000e+01 7.22217250000000e+01 7.25224260000000e+01 7.35790510000000e+01 7.38888910000000e+01 7.41582910000000e+01 7.41661200000000e+01 7.49633940000000e+01 7.81901140000000e+01 7.83578400000000e+01 8.00045710000000e+01 8.15153300000000e+01 8.15703900000000e+01 8.26233190000000e+01 8.26278080000000e+01 8.33917530000000e+01 8.50434040000000e+01 8.51632140000000e+01
2.79309067019682e+00 1.47008100000000e+00 1.55679300000000e+00 3.25163000000000e+00 3.29392900000000e+00 4.26961400000000e+00 5.19067400000000e+00 5.75607200000000e+00 6.11162200000000e+00 7.22937500000000e+00 7.91869100000000e+00 1.28755410000000e+01 1.36840320000000e+01 1.41914510000000e+01 1.49928680000000e+01 1.65251130000000e+01 1.71142030000000e+01 2.37170270000000e+01 2.43189520000000e+01 2.56111100000000e+01 2.60717300000000e+01 3.02157330000000e+01 3.11560930000000e+01 3.96638620000000e+01 4.00749360000000e+01 4.60059610000000e+01 4.64588890000000e+01 4.98126680000000e+01 5.03413320000000e+01 5.17379460000000e+01 5.23950040000000e+01 5.67603080000000e+01 5.76877630000000e+01 5.85731660000000e+01 5.93463330000000e+01 6.04998740000000e+01 6.22548480000000e+01 6.24468590000000e+01 6.43338680000000e+01 6.46092570000000e+01 6.60674210000000e+01 6.65460470000000e+01 6.77143480000000e+01 6.82002320000000e+01 6.84569390000000e+01 7.04964610000000e+01 7.07943390000000e+01 7.19452890000000e+01 7.20404440000000e+01 7.22340810000000e+01 7.33833310000000e+01 7.39591410000000e+01 7.39997750000000e+01 7.41725580000000e+01 7.48043660000000e+01 7.80411940000000e+01 7.82168800000000e+01 8.00958190000000e+01 8.15303020000000e+01 8.15359930000000e+01 8.25776040000000e+01 8.25810360000000e+01 8.34635560000000e+01 8.50965000000000e+01 8.52201330000000e+01
2.80968328803957e+00 1.49329300000000e+00 1.59024400000000e+00 3.27204300000000e+00 3.32440400000000e+00 4.20282200000000e+00 5.16241800000000e+00 5.75143600000000e+00 6.03504700000000e+00 7.19895000000000e+00 7.91435300000000e+00 1.27729220000000e+01 1.35974460000000e+01 1.41461460000000e+01 1.49656730000000e+01 1.65610160000000e+01 1.71603610000000e+01 2.38314740000000e+01 2.44210730000000e+01 2.58058870000000e+01 2.62530950000000e+01 3.04010880000000e+01 3.13345610000000e+01 3.94032960000000e+01 3.98210800000000e+01 4.58429300000000e+01 4.62934840000000e+01 4.98176200000000e+01 5.03416390000000e+01 5.17209360000000e+01 5.23717740000000e+01 5.68521030000000e+01 5.77970570000000e+01 5.86307070000000e+01 5.94133470000000e+01 6.04918760000000e+01 6.23197570000000e+01 6.26031380000000e+01 6.44816500000000e+01 6.45445890000000e+01 6.61579190000000e+01 6.63698350000000e+01 6.77489290000000e+01 6.78296850000000e+01 6.81742090000000e+01 7.02179310000000e+01 7.05069570000000e+01 7.16691510000000e+01 7.19471460000000e+01 7.22411150000000e+01 7.31919960000000e+01 7.37750810000000e+01 7.38403140000000e+01 7.44362110000000e+01 7.46471200000000e+01 7.78955020000000e+01 7.80786300000000e+01 8.01814190000000e+01 8.14985820000000e+01 8.15558600000000e+01 8.25326650000000e+01 8.25364380000000e+01 8.35445060000000e+01 8.51522580000000e+01 8.52799660000000e+01
2.82627590588232e+00 1.51633000000000e+00 1.62446100000000e+00 3.29183700000000e+00 3.35551700000000e+00 4.13624800000000e+00 5.13425600000000e+00 5.74611900000000e+00 5.95957200000000e+00 7.16915400000000e+00 7.90993000000000e+00 1.26707260000000e+01 1.35109330000000e+01 1.41019660000000e+01 1.49391540000000e+01 1.65968380000000e+01 1.72060230000000e+01 2.39479040000000e+01 2.45252860000000e+01 2.60031200000000e+01 2.64371950000000e+01 3.05860780000000e+01 3.15122120000000e+01 3.91448760000000e+01 3.95696590000000e+01 4.56813190000000e+01 4.61297390000000e+01 4.98261850000000e+01 5.03459200000000e+01 5.17051640000000e+01 5.23498840000000e+01 5.69435730000000e+01 5.79064300000000e+01 5.86821160000000e+01 5.94765350000000e+01 6.04837420000000e+01 6.23729710000000e+01 6.27528240000000e+01 6.44646610000000e+01 6.46306550000000e+01 6.61471430000000e+01 6.62476840000000e+01 6.74757420000000e+01 6.77808090000000e+01 6.79383440000000e+01 6.99520730000000e+01 7.02355570000000e+01 7.13932740000000e+01 7.16620890000000e+01 7.24333740000000e+01 7.30061940000000e+01 7.35918900000000e+01 7.36826570000000e+01 7.44917240000000e+01 7.46986880000000e+01 7.77529120000000e+01 7.79430020000000e+01 8.02581290000000e+01 8.14605530000000e+01 8.15903910000000e+01 8.24858930000000e+01 8.24999720000000e+01 8.36350080000000e+01 8.52116760000000e+01 8.53428740000000e+01
2.84286852372508e+00 1.53911200000000e+00 1.65942900000000e+00 3.31089300000000e+00 3.38724400000000e+00 4.07001100000000e+00 5.10625700000000e+00 5.73940600000000e+00 5.88604300000000e+00 7.14009100000000e+00 7.90542400000000e+00 1.25690240000000e+01 1.34245790000000e+01 1.40589240000000e+01 1.49133250000000e+01 1.66325640000000e+01 1.72511590000000e+01 2.40662850000000e+01 2.46315660000000e+01 2.62027680000000e+01 2.66239840000000e+01 3.07698840000000e+01 3.16881060000000e+01 3.88896000000000e+01 3.93218250000000e+01 4.55211610000000e+01 4.59676630000000e+01 4.98381100000000e+01 5.03539040000000e+01 5.16906440000000e+01 5.23293320000000e+01 5.70345640000000e+01 5.80157450000000e+01 5.87275150000000e+01 5.95360420000000e+01 6.04754860000000e+01 6.24154540000000e+01 6.28954180000000e+01 6.43652030000000e+01 6.47783810000000e+01 6.58783700000000e+01 6.63328250000000e+01 6.71429690000000e+01 6.77489970000000e+01 6.78055300000000e+01 6.97027910000000e+01 6.99855780000000e+01 7.11180740000000e+01 7.13792310000000e+01 7.26112440000000e+01 7.28316760000000e+01 7.34134600000000e+01 7.35267530000000e+01 7.43382550000000e+01 7.49557830000000e+01 7.76133110000000e+01 7.78099280000000e+01 8.03228590000000e+01 8.14209650000000e+01 8.16336310000000e+01 8.24375450000000e+01 8.24759070000000e+01 8.37339190000000e+01 8.52712440000000e+01 8.54058130000000e+01
2.85946114156783e+00 1.56152300000000e+00 1.69510500000000e+00 3.32904100000000e+00 3.41952400000000e+00 4.00420600000000e+00 5.07848700000000e+00 5.72852600000000e+00 5.81729900000000e+00 7.11186100000000e+00 7.90080600000000e+00 1.24678820000000e+01 1.33384570000000e+01 1.40170250000000e+01 1.48881940000000e+01 1.66681790000000e+01 1.72957330000000e+01 2.41865680000000e+01 2.47398710000000e+01 2.64047940000000e+01 2.68134190000000e+01 3.09515530000000e+01 3.18611350000000e+01 3.86385980000000e+01 3.90788830000000e+01 4.53624580000000e+01 4.58072510000000e+01 4.98531160000000e+01 5.03652970000000e+01 5.16773710000000e+01 5.23101050000000e+01 5.71248120000000e+01 5.81247910000000e+01 5.87669600000000e+01 5.95919210000000e+01 6.04667420000000e+01 6.24477770000000e+01 6.30304960000000e+01 6.42409700000000e+01 6.49225070000000e+01 6.55697820000000e+01 6.64083680000000e+01 6.68364410000000e+01 6.75997070000000e+01 6.78153500000000e+01 6.94748020000000e+01 6.97646960000000e+01 7.08438620000000e+01 7.10989850000000e+01 7.26268050000000e+01 7.28165530000000e+01 7.32408640000000e+01 7.33726120000000e+01 7.41867690000000e+01 7.52060980000000e+01 7.74766270000000e+01 7.76793390000000e+01 8.03733340000000e+01 8.13797800000000e+01 8.16810150000000e+01 8.23885180000000e+01 8.24706610000000e+01 8.38431830000000e+01 8.53348670000000e+01 8.54724100000000e+01
